Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_PerUnit,Units_Sold,Total_Sales,Operating_Profit,Operating_Margin(%),Sales_Method,Month,IndexMonth,Gender
West Gear,1128299,2020-11-08,West,California,San Francisco,Men's Athletic Footwear,36,239,8604,2151,0.25,Outlet,November,11,False
West Gear,1128299,2020-11-09,West,California,San Francisco,Women's Street Footwear,40,247,9880,4050,0.41000000000000003,Outlet,November,11,True
West Gear,1128299,2020-11-10,West,California,San Francisco,Women's Athletic Footwear,39,190,7410,2519,0.33999999999999997,Outlet,November,11,True
West Gear,1128299,2020-11-11,West,California,San Francisco,Men's Apparel,42,165,6930,3950,0.5700000000000001,Outlet,November,11,False
West Gear,1128299,2020-11-12,West,California,San Francisco,Women's Apparel,33,210,6930,1524,0.22000000000000003,Outlet,November,11,True
West Gear,1128299,2020-11-13,West,California,San Francisco,Men's Street Footwear,36,272,9792,3818,0.39,Outlet,November,11,False
West Gear,1128299,2020-11-14,West,California,San Francisco,Men's Athletic Footwear,39,231,9009,2072,0.23,Outlet,November,11,False
West Gear,1128299,2020-11-15,West,California,San Francisco,Women's Street Footwear,47,210,9870,4145,0.42000000000000004,Outlet,November,11,True
West Gear,1128299,2020-12-22,West,California,San Francisco,Women's Athletic Footwear,48,204,9792,3133,0.32,Outlet,December,12,True
West Gear,1128299,2020-12-23,West,California,San Francisco,Men's Apparel,51,170,8670,4681,0.54,Outlet,December,12,False
West Gear,1128299,2020-12-24,West,California,San Francisco,Women's Apparel,41,245,10045,2009,0.2,Outlet,December,12,True
West Gear,1128299,2020-12-25,West,California,San Francisco,Men's Street Footwear,40,271,10840,4119,0.38,Outlet,December,12,False
West Gear,1128299,2020-12-26,West,California,San Francisco,Men's Athletic Footwear,51,216,11016,2754,0.25,Outlet,December,12,False
West Gear,1128299,2020-12-27,West,California,San Francisco,Women's Street Footwear,46,254,11684,4556,0.39,Outlet,December,12,True
West Gear,1128299,2020-12-28,West,California,San Francisco,Women's Athletic Footwear,48,188,9024,3068,0.33999999999999997,Outlet,December,12,True
West Gear,1128299,2020-12-29,West,California,San Francisco,Men's Apparel,47,158,7426,4158,0.56,Outlet,December,12,False
West Gear,1128299,2020-12-30,West,California,San Francisco,Women's Apparel,62,245,15190,2886,0.19000000000000003,Outlet,December,12,True
West Gear,1128299,2020-12-31,West,California,San Francisco,Men's Street Footwear,44,270,11880,5227,0.44,Outlet,December,12,False
West Gear,1128299,2021-01-01,West,California,San Francisco,Men's Athletic Footwear,51,233,11883,3208,0.27,Outlet,January,01,False
West Gear,1128299,2021-01-02,West,California,San Francisco,Women's Street Footwear,46,225,10350,4554,0.44,Outlet,January,01,True
West Gear,1128299,2021-01-03,West,California,San Francisco,Women's Athletic Footwear,42,228,9576,4021,0.42,Outlet,January,01,True
West Gear,1128299,2021-01-04,West,California,San Francisco,Men's Apparel,49,182,8918,5083,0.5700000000000001,Outlet,January,01,False
West Gear,1128299,2021-01-05,West,California,San Francisco,Women's Apparel,58,225,13050,3001,0.23,Outlet,January,01,True
West Gear,1128299,2021-01-06,West,California,San Francisco,Men's Street Footwear,41,341,13981,6011,0.43000000000000005,Outlet,January,01,False
West Gear,1128299,2021-01-07,West,California,San Francisco,Men's Athletic Footwear,50,256,12800,3840,0.3,Outlet,January,01,False
West Gear,1128299,2021-01-08,West,California,San Francisco,Women's Street Footwear,42,281,11802,5310,0.45,Outlet,January,01,True
West Gear,1128299,2021-01-09,West,California,San Francisco,Women's Athletic Footwear,41,224,9184,3765,0.41,Outlet,January,01,True
West Gear,1128299,2021-01-10,West,California,San Francisco,Men's Apparel,44,196,8624,5260,0.6100000000000001,Outlet,January,01,False
West Gear,1128299,2021-01-11,West,California,San Francisco,Women's Apparel,60,306,18360,4773,0.26,Outlet,January,01,True
West Gear,1128299,2021-01-12,West,California,San Francisco,Men's Street Footwear,41,338,13858,5266,0.38,Outlet,January,01,False
West Gear,1128299,2021-01-13,West,California,San Francisco,Men's Athletic Footwear,49,263,12887,3092,0.24000000000000002,Outlet,January,01,False
West Gear,1128299,2021-01-14,West,California,San Francisco,Women's Street Footwear,46,264,12144,4857,0.4,Outlet,January,01,True
West Gear,1128299,2021-01-15,West,California,San Francisco,Women's Athletic Footwear,46,247,11362,4090,0.36,Outlet,January,01,True
West Gear,1128299,2021-01-16,West,California,San Francisco,Men's Apparel,44,240,10560,5913,0.56,Outlet,January,01,False
West Gear,1128299,2021-01-17,West,California,San Francisco,Women's Apparel,56,264,14784,2808,0.19000000000000003,Outlet,January,01,True
West Gear,1128299,2021-01-18,West,California,San Francisco,Men's Street Footwear,45,302,13590,5436,0.4,Outlet,January,01,False
West Gear,1128299,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,47,278,13066,2874,0.22,Outlet,January,01,False
West Gear,1128299,2021-01-20,West,California,San Francisco,Women's Street Footwear,51,248,12648,4932,0.39,Outlet,January,01,True
West Gear,1128299,2021-01-21,West,California,San Francisco,Women's Athletic Footwear,52,255,13260,4508,0.33999999999999997,Outlet,January,01,True
West Gear,1128299,2021-01-22,West,California,San Francisco,Men's Apparel,59,263,15517,8844,0.5700000000000001,Outlet,January,01,False
West Gear,1128299,2021-01-23,West,California,San Francisco,Women's Apparel,60,254,15240,3352,0.22000000000000003,Outlet,January,01,True
West Gear,1128299,2021-01-24,West,California,San Francisco,Men's Street Footwear,40,287,11480,4018,0.35000000000000003,Outlet,January,01,False
West Gear,1128299,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,42,287,12054,2049,0.16999999999999998,Outlet,January,01,False
West Gear,1128299,2021-01-26,West,California,San Francisco,Women's Street Footwear,39,248,9672,3288,0.34,Outlet,January,01,True
West Gear,1128299,2021-01-27,West,California,San Francisco,Women's Athletic Footwear,39,247,9633,2600,0.26999999999999996,Outlet,January,01,True
West Gear,1128299,2021-01-28,West,California,San Francisco,Men's Apparel,43,225,9675,4644,0.4800000000000001,Outlet,January,01,False
West Gear,1128299,2021-01-29,West,California,San Francisco,Women's Apparel,51,264,13464,2019,0.15000000000000002,Outlet,January,01,True
West Gear,1128299,2021-01-30,West,California,San Francisco,Men's Street Footwear,36,289,10404,3433,0.33000000000000007,Outlet,January,01,False
West Gear,1128299,2021-01-31,West,California,San Francisco,Men's Athletic Footwear,39,280,10920,1965,0.18,Outlet,January,01,False
West Gear,1128299,2021-02-01,West,California,San Francisco,Women's Street Footwear,42,210,8820,2910,0.33000000000000007,Outlet,February,02,True
West Gear,1128299,2021-02-02,West,California,San Francisco,Women's Athletic Footwear,42,223,9366,2903,0.30999999999999994,Outlet,February,02,True
West Gear,1128299,2021-02-03,West,California,San Francisco,Men's Apparel,50,221,11050,5193,0.4700000000000001,Outlet,February,02,False
West Gear,1128299,2021-02-04,West,California,San Francisco,Women's Apparel,46,224,10304,1236,0.12000000000000001,Outlet,February,02,True
West Gear,1128299,2021-02-05,West,California,San Francisco,Men's Street Footwear,39,263,10257,3589,0.35000000000000003,Outlet,February,02,False
West Gear,1128299,2021-02-06,West,California,San Francisco,Men's Athletic Footwear,46,306,14076,2815,0.2,Outlet,February,02,False
West Gear,1128299,2021-02-07,West,California,San Francisco,Women's Street Footwear,40,247,9880,3359,0.34,Outlet,February,02,True
West Gear,1128299,2021-02-08,West,California,San Francisco,Women's Athletic Footwear,37,210,7770,2253,0.29,Outlet,February,02,True
West Gear,1128299,2021-02-09,West,California,San Francisco,Men's Apparel,51,228,11628,5465,0.4700000000000001,Outlet,February,02,False
West Gear,1128299,2021-02-10,West,California,San Francisco,Women's Apparel,56,256,14336,2150,0.15000000000000002,Outlet,February,02,True
West Gear,1128299,2021-02-11,West,California,San Francisco,Men's Street Footwear,40,322,12880,4250,0.33000000000000007,Outlet,February,02,False
West Gear,1128299,2021-02-12,West,California,San Francisco,Men's Athletic Footwear,46,332,15272,3207,0.21,Outlet,February,02,False
West Gear,1128299,2021-02-13,West,California,San Francisco,Women's Street Footwear,44,256,11264,3717,0.33000000000000007,Outlet,February,02,True
West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,40,271,10840,3252,0.3,Outlet,February,02,True
West Gear,1128299,2021-02-15,West,California,San Francisco,Men's Apparel,43,245,10535,5478,0.52,Outlet,February,02,False
West Gear,1128299,2021-02-16,West,California,San Francisco,Women's Apparel,50,256,12800,2176,0.17,Outlet,February,02,True
Kohl's,1189833,2021-02-17,West,California,San Francisco,Men's Street Footwear,26,224,5824,2504,0.43000000000000005,Outlet,February,02,False
Kohl's,1189833,2021-02-18,West,California,San Francisco,Men's Athletic Footwear,35,224,7840,2352,0.3,Outlet,February,02,False
Kohl's,1189833,2021-03-09,West,California,San Francisco,Women's Street Footwear,36,217,7812,3281,0.42000000000000004,Outlet,March,03,True
Kohl's,1189833,2021-03-10,West,California,San Francisco,Women's Athletic Footwear,33,182,6006,2282,0.38,Outlet,March,03,True
Kohl's,1189833,2021-03-11,West,California,Los Angeles,Men's Apparel,36,155,5580,3292,0.5900000000000001,Outlet,March,03,False
Kohl's,1189833,2021-03-12,West,California,Los Angeles,Women's Apparel,29,210,6090,1400,0.23,Outlet,March,03,True
Kohl's,1189833,2021-03-13,West,California,Los Angeles,Men's Street Footwear,28,240,6720,3091,0.46,Outlet,March,03,False
Kohl's,1189833,2021-03-14,West,California,Los Angeles,Men's Athletic Footwear,30,215,6450,1999,0.31,Outlet,March,03,False
Kohl's,1189833,2021-03-15,West,California,Los Angeles,Women's Street Footwear,33,223,7359,3090,0.42000000000000004,Outlet,March,03,True
Kohl's,1189833,2021-03-16,West,California,Los Angeles,Women's Athletic Footwear,34,179,6086,2495,0.41,Outlet,March,03,True
Kohl's,1189833,2021-03-17,West,California,Los Angeles,Men's Apparel,40,140,5600,3192,0.5700000000000001,Outlet,March,03,False
Kohl's,1189833,2021-03-18,West,California,Los Angeles,Women's Apparel,32,208,6656,1730,0.26,Outlet,March,03,True
Kohl's,1189833,2021-03-19,West,California,Los Angeles,Men's Street Footwear,24,264,6336,2787,0.44,Outlet,March,03,False
Kohl's,1189833,2021-03-20,West,California,Los Angeles,Men's Athletic Footwear,36,228,8208,2298,0.28,Outlet,March,03,False
Kohl's,1189833,2021-03-21,West,California,Los Angeles,Women's Street Footwear,33,221,7293,3354,0.46,Outlet,March,03,True
Kohl's,1189833,2021-03-22,West,California,Los Angeles,Women's Athletic Footwear,36,176,6336,2471,0.38999999999999996,Outlet,March,03,True
Kohl's,1189833,2021-03-23,West,California,Los Angeles,Men's Apparel,36,128,4608,2718,0.5900000000000001,Outlet,March,03,False
Kohl's,1189833,2021-04-06,West,California,Los Angeles,Women's Apparel,33,194,6402,1472,0.23,Outlet,April,04,True
Kohl's,1189833,2021-04-07,West,California,Los Angeles,Men's Street Footwear,31,248,7688,3536,0.46,Outlet,April,04,False
Kohl's,1189833,2021-04-08,West,California,Los Angeles,Men's Athletic Footwear,34,210,7140,2070,0.29,Outlet,April,04,False
Kohl's,1189833,2021-04-09,West,California,Los Angeles,Women's Street Footwear,38,206,7828,3679,0.47000000000000003,Outlet,April,04,True
Kohl's,1189833,2021-04-10,West,California,Los Angeles,Women's Athletic Footwear,31,173,5363,2037,0.38,Outlet,April,04,True
Kohl's,1189833,2021-04-11,West,California,Los Angeles,Men's Apparel,38,149,5662,3453,0.6100000000000001,Outlet,April,04,False
Kohl's,1189833,2021-04-12,West,California,Los Angeles,Women's Apparel,49,198,9702,2619,0.27,Outlet,April,04,True
Kohl's,1189833,2021-04-13,West,California,Los Angeles,Men's Street Footwear,32,240,7680,3609,0.47000000000000003,Outlet,April,04,False
Kohl's,1189833,2021-04-14,West,California,Los Angeles,Men's Athletic Footwear,34,221,7514,2254,0.3,Outlet,April,04,False
Kohl's,1189833,2021-04-15,West,California,Los Angeles,Women's Street Footwear,36,215,7740,3483,0.45,Outlet,April,04,True
Kohl's,1189833,2021-04-16,West,California,Los Angeles,Women's Athletic Footwear,33,193,6369,2420,0.38,Outlet,April,04,True
Kohl's,1189833,2021-04-17,West,California,Los Angeles,Men's Apparel,38,140,5320,3138,0.5900000000000001,Outlet,April,04,False
Kohl's,1189833,2021-04-18,West,California,Los Angeles,Women's Apparel,43,206,8858,1948,0.22,Outlet,April,04,True
Kohl's,1189833,2021-04-19,West,California,Los Angeles,Men's Street Footwear,36,297,10692,4704,0.44,Outlet,April,04,False
Kohl's,1189833,2021-04-20,West,California,Los Angeles,Men's Athletic Footwear,35,225,7875,2362,0.3,Outlet,April,04,False
Kohl's,1189833,2021-04-21,West,California,Los Angeles,Women's Street Footwear,35,233,8155,3425,0.42000000000000004,Outlet,April,04,True
Kohl's,1189833,2021-04-22,West,California,Los Angeles,Women's Athletic Footwear,32,194,6208,2296,0.37,Outlet,April,04,True
Kohl's,1189833,2021-04-23,West,California,Los Angeles,Men's Apparel,39,165,6435,3861,0.6000000000000001,Outlet,April,04,False
Kohl's,1189833,2021-04-24,West,California,Los Angeles,Women's Apparel,48,264,12672,2787,0.22,Outlet,April,04,True
Kohl's,1189833,2021-04-25,West,California,Los Angeles,Men's Street Footwear,30,285,8550,4018,0.47000000000000003,Outlet,April,04,False
Kohl's,1189833,2021-04-26,West,California,Los Angeles,Men's Athletic Footwear,37,272,10064,2918,0.29,Outlet,April,04,False
Kohl's,1189833,2021-04-27,West,California,Los Angeles,Women's Street Footwear,33,240,7920,3643,0.46,Outlet,April,04,True
Kohl's,1189833,2021-04-28,West,California,Los Angeles,Women's Athletic Footwear,29,228,6612,2644,0.39999999999999997,Outlet,April,04,True
Kohl's,1189833,2021-04-29,West,California,Los Angeles,Men's Apparel,38,224,8512,5107,0.6000000000000001,Outlet,April,04,False
Kohl's,1189833,2021-04-30,West,California,Los Angeles,Women's Apparel,51,224,11424,2627,0.23,Outlet,April,04,True
Kohl's,1189833,2021-05-01,West,California,Los Angeles,Men's Street Footwear,36,306,11016,4957,0.45,Outlet,May,05,False
Kohl's,1189833,2021-05-02,West,California,Los Angeles,Men's Athletic Footwear,41,264,10824,3355,0.31,Outlet,May,05,False
Kohl's,1189833,2021-05-03,West,California,Los Angeles,Women's Street Footwear,34,232,7888,3470,0.44,Outlet,May,05,True
Kohl's,1189833,2021-05-04,West,California,Los Angeles,Women's Athletic Footwear,36,223,8028,3050,0.38,Outlet,May,05,True
Kohl's,1189833,2021-05-05,West,California,Los Angeles,Men's Apparel,43,230,9890,6131,0.6200000000000001,Outlet,May,05,False
Kohl's,1189833,2021-05-06,West,California,Los Angeles,Women's Apparel,46,208,9568,2200,0.23,Outlet,May,05,True
Kohl's,1189833,2021-05-07,West,California,Los Angeles,Men's Street Footwear,38,289,10982,5051,0.46,Outlet,May,05,False
Kohl's,1189833,2021-05-08,West,California,Los Angeles,Men's Athletic Footwear,39,264,10296,2779,0.27,Outlet,May,05,False
Kohl's,1189833,2021-05-09,West,California,Los Angeles,Women's Street Footwear,38,210,7980,3591,0.45,Outlet,May,05,True
Kohl's,1189833,2021-05-10,West,California,Los Angeles,Women's Athletic Footwear,39,195,7605,3041,0.39999999999999997,Outlet,May,05,True
Kohl's,1189833,2021-05-11,West,California,Los Angeles,Men's Apparel,44,195,8580,5319,0.6200000000000001,Outlet,May,05,False
Kohl's,1189833,2021-05-12,West,California,Los Angeles,Women's Apparel,49,210,10290,2263,0.22,Outlet,May,05,True
Kohl's,1189833,2021-05-13,West,California,Los Angeles,Men's Street Footwear,36,256,9216,4331,0.47000000000000003,Outlet,May,05,False
Kohl's,1189833,2021-05-14,West,California,Los Angeles,Men's Athletic Footwear,43,264,11352,3405,0.3,Outlet,May,05,False
Kohl's,1189833,2021-05-15,West,California,Los Angeles,Women's Street Footwear,33,208,6864,2882,0.42000000000000004,Outlet,May,05,True
Kohl's,1189833,2021-05-16,West,California,Los Angeles,Women's Athletic Footwear,33,213,7029,2952,0.42,Outlet,May,05,True
Kohl's,1189833,2021-05-17,West,California,Los Angeles,Men's Apparel,46,210,9660,5989,0.6200000000000001,Outlet,May,05,False
Kohl's,1189833,2021-05-18,West,California,Los Angeles,Women's Apparel,46,208,9568,2296,0.24000000000000002,Outlet,May,05,True
Kohl's,1189833,2021-05-19,West,California,Los Angeles,Men's Street Footwear,40,272,10880,5004,0.46,Outlet,May,05,False
Kohl's,1189833,2021-05-20,West,California,Los Angeles,Men's Athletic Footwear,42,264,11088,3326,0.3,Outlet,May,05,False
Kohl's,1189833,2021-05-21,West,California,Los Angeles,Women's Street Footwear,35,223,7805,3590,0.46,Outlet,May,05,True
Kohl's,1189833,2021-05-22,West,California,Los Angeles,Women's Athletic Footwear,33,221,7293,3063,0.42,Outlet,May,05,True
Kohl's,1189833,2021-05-23,West,California,Los Angeles,Men's Apparel,46,204,9384,5348,0.5700000000000001,Outlet,May,05,False
Kohl's,1189833,2021-05-24,West,California,Los Angeles,Women's Apparel,49,238,11662,2798,0.24000000000000002,Outlet,May,05,True
Kohl's,1189833,2021-05-25,West,California,Los Angeles,Men's Street Footwear,39,315,12285,5651,0.46,Outlet,May,05,False
Kohl's,1189833,2021-05-26,West,California,Los Angeles,Men's Athletic Footwear,42,288,12096,3386,0.28,Outlet,May,05,False
Kohl's,1189833,2021-05-27,West,California,Los Angeles,Women's Street Footwear,39,231,9009,4144,0.46,Outlet,May,05,True
Kohl's,1189833,2021-05-28,West,California,Los Angeles,Women's Athletic Footwear,35,224,7840,3135,0.39999999999999997,Outlet,May,05,True
Kohl's,1189833,2021-05-29,West,California,Los Angeles,Men's Apparel,43,219,9417,5838,0.6200000000000001,Outlet,May,05,False
Kohl's,1189833,2021-05-30,West,California,Los Angeles,Women's Apparel,44,232,10208,2552,0.25,Outlet,May,05,True
Foot Locker,1185732,2021-05-31,West,California,Los Angeles,Men's Street Footwear,36,147,5292,2381,0.45,Outlet,May,05,False
Foot Locker,1185732,2021-06-01,West,California,Los Angeles,Men's Athletic Footwear,31,91,2821,1156,0.41,Outlet,June,06,False
Foot Locker,1185732,2021-06-02,West,California,Los Angeles,Women's Street Footwear,24,94,2256,879,0.38999999999999996,Outlet,June,06,True
Foot Locker,1185732,2021-06-03,West,California,Los Angeles,Women's Athletic Footwear,27,41,1107,509,0.46,Outlet,June,06,True
Sports Direct,1197831,2021-08-15,South,Texas,Dallas,Men's Apparel,26,113,2938,793,0.27,Outlet,August,08,False
Sports Direct,1197831,2021-08-16,South,Texas,Dallas,Women's Apparel,24,163,3912,1877,0.48,Outlet,August,08,True
Sports Direct,1197831,2021-08-17,South,Texas,Dallas,Men's Street Footwear,19,230,4370,1398,0.32,Outlet,August,08,False
Sports Direct,1197831,2021-08-18,South,Texas,Dallas,Men's Athletic Footwear,23,215,4945,1780,0.36,Outlet,August,08,False
Sports Direct,1197831,2021-08-19,South,Texas,Dallas,Women's Street Footwear,27,143,3861,1351,0.35,Outlet,August,08,True
Sports Direct,1197831,2021-08-20,South,Texas,Dallas,Women's Athletic Footwear,28,136,3808,1713,0.45,Outlet,August,08,True
Sports Direct,1197831,2021-08-21,South,Texas,Dallas,Men's Apparel,26,93,2418,773,0.32,Outlet,August,08,False
Sports Direct,1197831,2021-08-22,South,Texas,Dallas,Women's Apparel,26,155,4030,2055,0.51,Outlet,August,08,True
Sports Direct,1197831,2021-08-23,South,Texas,Dallas,Men's Street Footwear,21,203,4263,1662,0.38999999999999996,Outlet,August,08,False
Sports Direct,1197831,2021-08-24,South,Texas,Dallas,Men's Athletic Footwear,31,236,7316,2926,0.39999999999999997,Outlet,August,08,False
Sports Direct,1197831,2021-08-25,South,Texas,Dallas,Women's Street Footwear,20,155,3100,1178,0.38,Outlet,August,08,True
Sports Direct,1197831,2021-08-26,South,Texas,Dallas,Women's Athletic Footwear,26,140,3640,1710,0.47000000000000003,Outlet,August,08,True
Sports Direct,1197831,2021-08-27,South,Texas,Dallas,Men's Apparel,29,96,2784,1030,0.37,Outlet,August,08,False
Sports Direct,1197831,2021-08-28,South,Texas,Dallas,Women's Apparel,27,153,4131,2230,0.54,Outlet,August,08,True
Sports Direct,1197831,2021-08-29,South,Texas,Dallas,Men's Street Footwear,13,231,3003,1201,0.39999999999999997,Outlet,August,08,False
Sports Direct,1197831,2021-08-30,South,Texas,Dallas,Men's Athletic Footwear,21,210,4410,1763,0.39999999999999997,Outlet,August,08,False
Sports Direct,1197831,2021-08-31,South,Texas,Dallas,Women's Street Footwear,20,179,3580,1396,0.38999999999999996,Outlet,August,08,True
Sports Direct,1197831,2021-09-01,South,Texas,Dallas,Women's Athletic Footwear,20,149,2980,1460,0.49,Outlet,September,09,True
Sports Direct,1197831,2021-09-02,South,Texas,Dallas,Men's Apparel,26,107,2782,1001,0.36,Outlet,September,09,False
Sports Direct,1197831,2021-09-03,South,Texas,Dallas,Women's Apparel,22,210,4620,2633,0.5700000000000001,Outlet,September,09,True
Sports Direct,1197831,2021-09-04,South,Texas,Dallas,Men's Street Footwear,13,233,3029,1151,0.38,Outlet,September,09,False
Sports Direct,1197831,2021-09-05,South,Texas,Dallas,Men's Athletic Footwear,22,248,5456,2291,0.42,Outlet,September,09,False
Sports Direct,1197831,2021-09-06,South,Texas,Dallas,Women's Street Footwear,19,200,3800,1519,0.39999999999999997,Outlet,September,09,True
Sports Direct,1197831,2021-09-07,South,Texas,Dallas,Women's Athletic Footwear,27,182,4914,2407,0.49,Outlet,September,09,True
Sports Direct,1197831,2021-09-08,South,Texas,Dallas,Men's Apparel,38,153,5814,2093,0.36,Outlet,September,09,False
Sports Direct,1197831,2021-09-09,South,Texas,Dallas,Women's Apparel,34,264,8976,4667,0.52,Outlet,September,09,True
Sports Direct,1197831,2021-09-10,South,Texas,Dallas,Men's Street Footwear,30,256,7680,2841,0.37,Outlet,September,09,False
Sports Direct,1197831,2021-09-11,South,Texas,Dallas,Men's Athletic Footwear,40,280,11200,4592,0.41,Outlet,September,09,False
Sports Direct,1197831,2021-09-12,South,Texas,Dallas,Women's Street Footwear,30,215,6450,2515,0.38999999999999996,Outlet,September,09,True
Sports Direct,1197831,2021-09-13,South,Texas,Dallas,Women's Athletic Footwear,29,192,5568,2728,0.49,Outlet,September,09,True
Sports Direct,1197831,2021-09-14,South,Texas,Dallas,Men's Apparel,40,150,6000,2220,0.37,Outlet,September,09,False
Sports Direct,1197831,2021-09-15,South,Texas,Dallas,Women's Apparel,42,280,11760,6468,0.55,Outlet,September,09,True
Sports Direct,1197831,2021-09-16,South,Texas,Dallas,Men's Street Footwear,34,256,8704,3655,0.42,Outlet,September,09,False
Sports Direct,1197831,2021-09-17,South,Texas,Dallas,Men's Athletic Footwear,34,264,8976,3769,0.42,Outlet,September,09,False
Sports Direct,1197831,2021-09-18,South,Texas,Dallas,Women's Street Footwear,33,322,10626,4462,0.42,Outlet,September,09,True
Sports Direct,1197831,2021-09-19,South,Texas,Dallas,Women's Athletic Footwear,32,201,6432,3537,0.55,Outlet,September,09,True
Sports Direct,1197831,2021-09-20,South,Texas,Dallas,Men's Apparel,39,184,7176,2726,0.38,Outlet,September,09,False
Sports Direct,1197831,2021-09-21,South,Texas,Dallas,Women's Apparel,47,272,12784,7286,0.5700000000000001,Outlet,September,09,True
Sports Direct,1197831,2021-09-22,South,Texas,Dallas,Men's Street Footwear,34,248,8432,3625,0.42999999999999994,Outlet,September,09,False
Sports Direct,1197831,2021-09-23,South,Texas,Dallas,Men's Athletic Footwear,43,256,11008,5063,0.45999999999999996,Outlet,September,09,False
Sports Direct,1197831,2021-09-24,South,Texas,Dallas,Women's Street Footwear,35,332,11620,5461,0.47,Outlet,September,09,True
Sports Direct,1197831,2021-09-25,South,Texas,Dallas,Women's Athletic Footwear,38,158,6004,3242,0.54,Outlet,September,09,True
Sports Direct,1197831,2021-09-26,South,Texas,Dallas,Men's Apparel,43,158,6794,2785,0.41,Outlet,September,09,False
Sports Direct,1197831,2021-09-27,South,Texas,Dallas,Women's Apparel,43,240,10320,6192,0.6000000000000001,Outlet,September,09,True
Sports Direct,1197831,2021-09-28,South,Texas,Dallas,Men's Street Footwear,38,232,8816,4055,0.45999999999999996,Outlet,September,09,False
Sports Direct,1197831,2021-09-29,South,Texas,Dallas,Men's Athletic Footwear,38,203,7714,3625,0.47,Outlet,September,09,False
Sports Direct,1197831,2021-09-30,South,Texas,Dallas,Women's Street Footwear,47,254,11938,5372,0.44999999999999996,Outlet,September,09,True
Sports Direct,1197831,2021-10-01,South,Texas,Dallas,Women's Athletic Footwear,41,135,5535,3044,0.55,Outlet,October,10,True
Sports Direct,1197831,2021-10-02,South,Texas,Dallas,Men's Apparel,37,149,5513,2205,0.39999999999999997,Outlet,October,10,False
Sports Direct,1197831,2021-10-03,South,Texas,Dallas,Women's Apparel,33,236,7788,4594,0.5900000000000001,Outlet,October,10,True
Sports Direct,1197831,2021-10-04,South,Texas,Dallas,Men's Street Footwear,30,213,6390,2811,0.43999999999999995,Outlet,October,10,False
Sports Direct,1197831,2021-10-05,South,Texas,Dallas,Men's Athletic Footwear,29,219,6351,2984,0.47,Outlet,October,10,False
Sports Direct,1197831,2021-10-06,South,Texas,Dallas,Women's Street Footwear,32,190,6080,2675,0.43999999999999995,Outlet,October,10,True
Sports Direct,1197831,2021-10-07,South,Texas,Dallas,Women's Athletic Footwear,30,145,4350,2349,0.54,Outlet,October,10,True
Sports Direct,1197831,2021-10-08,South,Texas,Dallas,Men's Apparel,30,128,3840,1535,0.39999999999999997,Outlet,October,10,False
Sports Direct,1197831,2021-10-09,South,Texas,Dallas,Women's Apparel,39,190,7410,4297,0.5800000000000001,Outlet,October,10,True
Sports Direct,1197831,2021-10-10,South,Texas,Dallas,Men's Street Footwear,31,225,6975,2999,0.42999999999999994,Outlet,October,10,False
Sports Direct,1197831,2021-10-11,South,Texas,Dallas,Men's Athletic Footwear,27,218,5886,2648,0.44999999999999996,Outlet,October,10,False
Sports Direct,1197831,2021-10-12,South,Texas,Dallas,Women's Street Footwear,51,228,11628,5116,0.43999999999999995,Outlet,October,10,True
Sports Direct,1197831,2021-10-13,South,Texas,Dallas,Women's Athletic Footwear,50,160,8000,4160,0.52,Outlet,October,10,True
Sports Direct,1197831,2021-10-14,South,Texas,Dallas,Men's Apparel,46,162,7452,2906,0.38999999999999996,Outlet,October,10,False
Sports Direct,1197831,2021-10-15,South,Texas,Dallas,Women's Apparel,51,236,12036,7341,0.6100000000000001,Outlet,October,10,True
Sports Direct,1197831,2021-10-16,South,Texas,Dallas,Men's Street Footwear,46,281,12926,6075,0.47,Outlet,October,10,False
Sports Direct,1197831,2021-10-17,South,Texas,Dallas,Men's Athletic Footwear,39,248,9672,4062,0.42,Outlet,October,10,False
Sports Direct,1197831,2021-10-18,South,Texas,Dallas,Women's Street Footwear,46,239,10994,4837,0.43999999999999995,Outlet,October,10,True
Sports Direct,1197831,2021-10-19,South,Texas,Dallas,Women's Athletic Footwear,44,190,8360,4681,0.56,Outlet,October,10,True
Sports Direct,1197831,2021-10-20,South,Texas,Dallas,Men's Apparel,47,168,7896,2921,0.37,Outlet,October,10,False
Sports Direct,1197831,2021-10-21,South,Texas,Dallas,Women's Apparel,54,256,13824,8294,0.6000000000000001,Outlet,October,10,True
Foot Locker,1185732,2021-10-22,South,Texas,Dallas,Men's Street Footwear,34,128,4352,2698,0.6200000000000001,Outlet,October,10,False
Foot Locker,1185732,2021-10-23,South,Texas,Dallas,Men's Athletic Footwear,34,68,2312,901,0.38999999999999996,Outlet,October,10,False
Foot Locker,1185732,2021-10-24,South,Texas,Dallas,Women's Street Footwear,28,72,2016,846,0.42,Outlet,October,10,True
Foot Locker,1185732,2021-10-25,South,Texas,Dallas,Women's Athletic Footwear,28,23,644,276,0.42999999999999994,Outlet,October,10,True
Foot Locker,1185732,2021-10-26,Northeast,Pennsylvania,Philadelphia,Men's Apparel,42,41,1722,706,0.41,Outlet,October,10,False
